instance,relation_id,technique,observability_category,doubt,selected_rule,selected_hit_count,anomaly_candidate_hits,relation_raw,system_label_raw,candidate_flow,time_delta_ms,direction,relation_ips_ports,neighbor_flows,automatic_judgement_not_gold,human_question,human_decision,human_selected_flow_ids,reviewer,reviewed_at,review_notes
arthur,657d0f91e2744eebbdb500a84259c08e,T1595,B,True,R5,0,0,"{""id"":""657d0f91e2744eebbdb500a84259c08e"",""event_uids"":[""66098-start""],""instance_name"":""arthur"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""arthur\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.166.0/24\"") and timestamp >= \""2024-05-18 02:04:15.537\"" and timestamp <= \""2024-05-18 02:04:44.568\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 02:04:15.537"",""end_time"":""2024-05-18 02:04:44.568""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""885581b07c964ba2b5eef89d00610745"",""technique"":""T1595: Active Scanning"",""event_uids"":[""66098-start""],""instance_name"":""arthur"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 02:04:15.537"",""end_time"":""2024-05-18 02:04:44.568""}","[{""row"":352617,""ts"":""2024-05-18T02:04:15.742000"",""src"":""172.18.0.3"",""dst"":""172.18.0.4"",""sp"":3000,""dp"":42552},{""row"":352618,""ts"":""2024-05-18T02:04:15.742000"",""src"":""172.18.0.4"",""dst"":""172.18.0.3"",""sp"":42552,""dp"":3000},{""row"":352619,""ts"":""2024-05-18T02:04:15.743000"",""src"":""172.18.0.4"",""dst"":""172.18.0.3"",""sp"":42552,""dp"":3000}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
arthur,91922ca95baf4e06a557c9081261adeb,T1595,B,True,R5,0,0,"{""id"":""91922ca95baf4e06a557c9081261adeb"",""event_uids"":[""49672-start""],""instance_name"":""arthur"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""arthur\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.166.10/24\"") and timestamp >= \""2024-05-17 22:33:35.059\"" and timestamp <= \""2024-05-17 22:36:49.726\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 22:33:35.059"",""end_time"":""2024-05-17 22:36:49.726""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""aa65be452817429eafda94f465ba3843"",""technique"":""T1595: Active Scanning"",""event_uids"":[""49672-start""],""instance_name"":""arthur"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 22:33:35.059"",""end_time"":""2024-05-17 22:36:49.726""}","[{""row"":297696,""ts"":""2024-05-17T22:33:35.084000"",""src"":""10.35.166.10"",""dst"":""10.35.166.1"",""sp"":36802,""dp"":80},{""row"":297697,""ts"":""2024-05-17T22:33:35.085000"",""src"":""10.35.166.1"",""dst"":""10.35.166.10"",""sp"":80,""dp"":36802},{""row"":297698,""ts"":""2024-05-17T22:33:35.385000"",""src"":""10.35.166.10"",""dst"":""10.35.166.11"",""sp"":38332,""dp"":80}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
arthur,a3d34042204747a89fba77eb2ac99e61,T1595,B,True,R5,0,0,"{""id"":""a3d34042204747a89fba77eb2ac99e61"",""event_uids"":[""92142-start""],""instance_name"":""arthur"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""arthur\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.166.10/24\"") and timestamp >= \""2024-05-18 06:02:45.359\"" and timestamp <= \""2024-05-18 06:02:49.715\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 06:02:45.359"",""end_time"":""2024-05-18 06:02:49.715""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""d0948155c47d478f8c4296b731f1e030"",""technique"":""T1595: Active Scanning"",""event_uids"":[""92142-start""],""instance_name"":""arthur"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 06:02:45.359"",""end_time"":""2024-05-18 06:02:49.715""}","[{""row"":438262,""ts"":""2024-05-18T06:02:45.360000"",""src"":""10.35.166.10"",""dst"":""10.35.166.11"",""sp"":45046,""dp"":5000},{""row"":438263,""ts"":""2024-05-18T06:02:45.360000"",""src"":""10.35.166.10"",""dst"":""10.35.166.11"",""sp"":45046,""dp"":5000},{""row"":438264,""ts"":""2024-05-18T06:02:45.360000"",""src"":""10.35.166.10"",""dst"":""172.18.0.2"",""sp"":45040,""dp"":5000}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
arthur,ab1bfae18be94801bb47d82caa920b08,T1595,B,True,R5,0,0,"{""id"":""ab1bfae18be94801bb47d82caa920b08"",""event_uids"":[""84068-start""],""instance_name"":""arthur"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""arthur\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.166.10/24\"") and timestamp >= \""2024-05-18 06:01:36.323\"" and timestamp <= \""2024-05-18 06:02:42.059\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 06:01:36.323"",""end_time"":""2024-05-18 06:02:42.059""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""fb99bbfe8c60452f811b8d8a64bf6115"",""technique"":""T1595: Active Scanning"",""event_uids"":[""84068-start""],""instance_name"":""arthur"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 06:01:36.323"",""end_time"":""2024-05-18 06:02:42.059""}","[{""row"":421759,""ts"":""2024-05-18T06:01:36.369000"",""src"":""167.114.37.1"",""dst"":""10.35.166.10"",""sp"":0,""dp"":8},{""row"":421760,""ts"":""2024-05-18T06:01:36.369000"",""src"":""10.35.166.10"",""dst"":""167.114.37.1"",""sp"":0,""dp"":0},{""row"":421761,""ts"":""2024-05-18T06:01:36.486000"",""src"":""10.35.166.10"",""dst"":""10.35.166.1"",""sp"":54544,""dp"":80}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
arthur,d031cf842168451eab37aaf8741ab6ad,T1595,B,True,R5,0,0,"{""id"":""d031cf842168451eab37aaf8741ab6ad"",""event_uids"":[""92153-start""],""instance_name"":""arthur"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""arthur\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.166.10/24\"") and timestamp >= \""2024-05-18 06:02:55.368\"" and timestamp <= \""2024-05-18 06:03:01.421\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 06:02:55.368"",""end_time"":""2024-05-18 06:03:01.421""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""7e04d9ca4ea64cd8902eb21f95394f10"",""technique"":""T1595: Active Scanning"",""event_uids"":[""92153-start""],""instance_name"":""arthur"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 06:02:55.368"",""end_time"":""2024-05-18 06:03:01.421""}","[{""row"":438321,""ts"":""2024-05-18T06:02:55.369000"",""src"":""10.35.166.11"",""dst"":""10.35.166.10"",""sp"":5000,""dp"":45320},{""row"":438322,""ts"":""2024-05-18T06:02:55.369000"",""src"":""10.35.166.10"",""dst"":""10.35.166.11"",""sp"":45320,""dp"":5000},{""row"":438323,""ts"":""2024-05-18T06:02:55.369000"",""src"":""172.18.0.2"",""dst"":""10.35.166.10"",""sp"":5000,""dp"":45320}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
arthur,d7ce00224e9947068c80cdd15d6c889f,T1595,B,True,R5,0,0,"{""id"":""d7ce00224e9947068c80cdd15d6c889f"",""event_uids"":[""76055-start""],""instance_name"":""arthur"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""arthur\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.166.10/24\"") and timestamp >= \""2024-05-18 06:00:42.636\"" and timestamp <= \""2024-05-18 06:01:36.323\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 06:00:42.636"",""end_time"":""2024-05-18 06:01:36.323""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""ce89a3b3b8d149ff8dc448ca00c752f9"",""technique"":""T1595: Active Scanning"",""event_uids"":[""76055-start""],""instance_name"":""arthur"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 06:00:42.636"",""end_time"":""2024-05-18 06:01:36.323""}","[{""row"":406018,""ts"":""2024-05-18T06:00:42.663000"",""src"":""10.35.166.10"",""dst"":""10.35.166.1"",""sp"":53954,""dp"":80},{""row"":406019,""ts"":""2024-05-18T06:00:42.663000"",""src"":""10.35.166.1"",""dst"":""10.35.166.10"",""sp"":80,""dp"":53954},{""row"":406020,""ts"":""2024-05-18T06:00:42.763000"",""src"":""10.35.166.10"",""dst"":""10.35.166.113"",""sp"":48880,""dp"":80}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
arthur,e1222480ff104c5ba9a8aae1c710367d,T1595,B,True,R5,0,0,"{""id"":""e1222480ff104c5ba9a8aae1c710367d"",""event_uids"":[""92146-start""],""instance_name"":""arthur"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""arthur\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.166.10/24\"") and timestamp >= \""2024-05-18 06:02:50.364\"" and timestamp <= \""2024-05-18 06:02:51.724\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 06:02:50.364"",""end_time"":""2024-05-18 06:02:51.724""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""3c9117c630d84a2498fee862eb844f96"",""technique"":""T1595: Active Scanning"",""event_uids"":[""92146-start""],""instance_name"":""arthur"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""validation2"",""2025-03-04 14:58:04""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 06:02:50.364"",""end_time"":""2024-05-18 06:02:51.724""}","[{""row"":438291,""ts"":""2024-05-18T06:02:50.366000"",""src"":""10.35.166.10"",""dst"":""10.35.166.11"",""sp"":45306,""dp"":5000},{""row"":438292,""ts"":""2024-05-18T06:02:50.366000"",""src"":""10.35.166.11"",""dst"":""10.35.166.10"",""sp"":5000,""dp"":45306},{""row"":438293,""ts"":""2024-05-18T06:02:50.366000"",""src"":""10.35.166.10"",""dst"":""172.18.0.2"",""sp"":45046,""dp"":5000}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
arthur,fc9789f3e7c3472899bede00b111144b,T1595,B,True,R5,0,0,"{""id"":""fc9789f3e7c3472899bede00b111144b"",""event_uids"":[""92164-start""],""instance_name"":""arthur"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""arthur\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.166.10/24\"") and timestamp >= \""2024-05-18 06:03:05.377\"" and timestamp <= \""2024-05-18 06:07:40.686\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 06:03:05.377"",""end_time"":""2024-05-18 06:07:40.686""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""9e76ff9eba784457976c57f3a57443ed"",""technique"":""T1595: Active Scanning"",""event_uids"":[""92164-start""],""instance_name"":""arthur"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.166.10/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 06:03:05.377"",""end_time"":""2024-05-18 06:07:40.686""}","[{""row"":438395,""ts"":""2024-05-18T06:03:05.380000"",""src"":""10.35.166.10"",""dst"":""10.35.166.11"",""sp"":41910,""dp"":5000},{""row"":438396,""ts"":""2024-05-18T06:03:05.380000"",""src"":""10.35.166.10"",""dst"":""172.18.0.2"",""sp"":41910,""dp"":5000},{""row"":438397,""ts"":""2024-05-18T06:03:05.380000"",""src"":""172.18.0.2"",""dst"":""10.35.166.10"",""sp"":5000,""dp"":41910}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
brillant,039c96a117b140d88284e303b815a037,T1595,B,True,R5,0,0,"{""id"":""039c96a117b140d88284e303b815a037"",""event_uids"":[""537277-start""],""instance_name"":""brillant"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""brillant\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.150.0/24\"") and timestamp >= \""2024-05-17 21:57:18.848\"" and timestamp <= \""2024-05-17 21:58:19.984\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.150.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 21:57:18.848"",""end_time"":""2024-05-17 21:58:19.984""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""4ab5ad0bb37646dca9ef41351d533512"",""technique"":""T1595: Active Scanning"",""event_uids"":[""537277-start""],""instance_name"":""brillant"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.150.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 21:57:18.848"",""end_time"":""2024-05-17 21:58:19.984""}","[{""row"":1397285,""ts"":""2024-05-17T21:57:18.884000"",""src"":""10.35.150.10"",""dst"":""10.35.150.1"",""sp"":47498,""dp"":80},{""row"":1397286,""ts"":""2024-05-17T21:57:18.884000"",""src"":""10.35.150.1"",""dst"":""10.35.150.10"",""sp"":80,""dp"":47498},{""row"":1397287,""ts"":""2024-05-17T21:57:19.053000"",""src"":""79.124.60.138"",""dst"":""10.35.150.10"",""sp"":58554,""dp"":62995}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
brillant,04517e9aff974f57860bc6b83f2367fd,T1595,B,True,R5,0,0,"{""id"":""04517e9aff974f57860bc6b83f2367fd"",""event_uids"":[""77193-start""],""instance_name"":""brillant"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""brillant\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.150.0/24\"") and timestamp >= \""2024-05-17 21:28:58.234\"" and timestamp <= \""2024-05-17 21:37:02.104\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.150.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 21:28:58.234"",""end_time"":""2024-05-17 21:37:02.104""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""fd2cad329bae4d35990748faf9523dce"",""technique"":""T1595: Active Scanning"",""event_uids"":[""77193-start""],""instance_name"":""brillant"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.150.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 21:28:58.234"",""end_time"":""2024-05-17 21:37:02.104""}","[{""row"":285616,""ts"":""2024-05-17T21:28:58.268000"",""src"":""10.35.150.1"",""dst"":""10.35.150.10"",""sp"":80,""dp"":48000},{""row"":285617,""ts"":""2024-05-17T21:28:58.268000"",""src"":""10.35.150.10"",""dst"":""10.35.150.1"",""sp"":48000,""dp"":80},{""row"":285618,""ts"":""2024-05-17T21:28:58.369000"",""src"":""10.35.150.10"",""dst"":""10.35.150.30"",""sp"":52598,""dp"":80}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
brillant,0c26e327ffa5446e9b21da28903490e8,T1595,B,True,R5,0,0,"{""id"":""0c26e327ffa5446e9b21da28903490e8"",""event_uids"":[""68904-start""],""instance_name"":""brillant"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""brillant\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.150.0/24\"") and timestamp >= \""2024-05-17 21:20:22.597\"" and timestamp <= \""2024-05-17 21:21:23.657\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.150.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 21:20:22.597"",""end_time"":""2024-05-17 21:21:23.657""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""c6a65fa48cab4011b6ac90edcd4274cf"",""technique"":""T1595: Active Scanning"",""event_uids"":[""68904-start""],""instance_name"":""brillant"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.150.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 21:20:22.597"",""end_time"":""2024-05-17 21:21:23.657""}","[{""row"":269587,""ts"":""2024-05-17T21:20:22.629000"",""src"":""10.35.150.10"",""dst"":""10.35.150.1"",""sp"":46440,""dp"":80},{""row"":269588,""ts"":""2024-05-17T21:20:22.630000"",""src"":""10.35.150.1"",""dst"":""10.35.150.10"",""sp"":80,""dp"":46440},{""row"":269589,""ts"":""2024-05-17T21:20:23.133000"",""src"":""10.35.150.10"",""dst"":""10.35.150.192"",""sp"":54366,""dp"":80}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
brillant,16146bef98124bcf9e3226f32662c445,T1595,B,True,R5,0,0,"{""id"":""16146bef98124bcf9e3226f32662c445"",""event_uids"":[""52625-start""],""instance_name"":""brillant"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""brillant\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.150.0/24\"") and timestamp >= \""2024-05-17 21:17:45.448\"" and timestamp <= \""2024-05-17 21:19:29.590\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.150.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 21:17:45.448"",""end_time"":""2024-05-17 21:19:29.590""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""74065deda47641969af0caa147634742"",""technique"":""T1595: Active Scanning"",""event_uids"":[""52625-start""],""instance_name"":""brillant"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.150.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-17 21:17:45.448"",""end_time"":""2024-05-17 21:19:29.590""}","[{""row"":242704,""ts"":""2024-05-17T21:17:45.478000"",""src"":""10.35.150.1"",""dst"":""10.35.150.10"",""sp"":80,""dp"":58128},{""row"":242705,""ts"":""2024-05-17T21:17:45.478000"",""src"":""10.35.150.10"",""dst"":""10.35.150.1"",""sp"":58128,""dp"":80},{""row"":242706,""ts"":""2024-05-17T21:17:45.579000"",""src"":""10.35.150.10"",""dst"":""10.35.150.30"",""sp"":54318,""dp"":80}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
brillant,878587a9247a467f8bbc35950251a1ce,T1595,B,True,R5,0,0,"{""id"":""878587a9247a467f8bbc35950251a1ce"",""event_uids"":[""999801-start""],""instance_name"":""brillant"",""query"":""any where log_file : \""flows.log\"" and instance_name == \""brillant\"" and string(src_ip) like \""10.35.*.10\"" and cidrMatch(dst_ip, \""10.35.150.0/24\"") and timestamp >= \""2024-05-18 01:07:55.776\"" and timestamp <= \""2024-05-18 01:08:30.234\"""",""data"":{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.150.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 01:07:55.776"",""end_time"":""2024-05-18 01:08:30.234""},""labelled_by"":[[""auto-cidr"",""12/09/2024 8:00:00""]],""rejected_by"":[]}","{""id"":""41c37bd2d8144060a20817e52fbfb7cf"",""technique"":""T1595: Active Scanning"",""event_uids"":[""999801-start""],""instance_name"":""brillant"",""explanation"":"""",""doubt"":true,""labelled_by"":[[""auto-triggers"",""12/09/2024 8:00:00""]],""rejected_by"":[]}",,,,"{""src_ip"":""10.35.*.10"",""dst_ip"":""10.35.150.0/24"",""src_port"":"""",""dst_port"":"""",""start_time"":""2024-05-18 01:07:55.776"",""end_time"":""2024-05-18 01:08:30.234""}","[{""row"":2586035,""ts"":""2024-05-18T01:07:55.805000"",""src"":""10.35.150.10"",""dst"":""10.35.150.1"",""sp"":53148,""dp"":80},{""row"":2586036,""ts"":""2024-05-18T01:07:55.806000"",""src"":""10.35.150.1"",""dst"":""10.35.150.10"",""sp"":80,""dp"":53148},{""row"":2586037,""ts"":""2024-05-18T01:07:56.506000"",""src"":""10.35.150.10"",""dst"":""10.35.150.11"",""sp"":33874,""dp"":80}]",R5：自动规则未命中；异常诊断候选不得用于训练。,relation是否存在地址/时间/成员错误，还是确实无对应Flow？,,,,,
