instance,raw_technique_id,parent_technique_id_v19_1,label_record_count,doubt_record_count,relation_linked_record_count,has_relation_file
genereux,T1592,T1592,1,0,0,True
genereux,T1595,T1595,1,1,0,True
genial,T1016,T1016,2,0,0,False
genial,T1021,T1021,4,0,0,False
genial,T1033,T1033,2,0,0,False
genial,T1068,T1068,2,0,0,False
genial,T1083,T1083,2,0,0,False
genial,T1102,T1102,1,0,0,False
genial,T1105,T1105,1,0,0,False
genial,T1114,T1114,3,0,0,False
glorieux,T1016,T1016,2,0,0,True
glorieux,T1033,T1033,1,0,0,True
glorieux,T1057,T1057,7,0,0,True
glorieux,T1059,T1059,11,0,0,True
glorieux,T1070,T1070,2,0,0,True
glorieux,T1082,T1082,5,0,3,True
glorieux,T1083,T1083,2,0,0,True
glorieux,T1105,T1105,9,0,0,True
glorieux,T1222,T1222,1,0,0,True
glorieux,T1485,T1485,1,0,0,True
glorieux,T1518,T1518,4,0,0,True
glorieux,T1548,T1548,9,0,0,True
glorieux,T1587,T1587,1,0,0,True
glorieux,T1608,T1608,1,0,0,True
grandiose,T1003,T1003,1,0,0,True
grandiose,T1005,T1005,2,0,0,True
grandiose,T1011,T1011,1,0,0,True
grandiose,T1016,T1016,7,0,1,True
grandiose,T1018,T1018,8,0,4,True
grandiose,T1021,T1021,18,0,0,True
grandiose,T1033,T1033,16,0,0,True
grandiose,T1040,T1040,2,0,0,True
grandiose,T1046,T1046,39,0,12,True
grandiose,T1049,T1049,13,0,0,True
grandiose,T1053,T1053,5,0,0,True
grandiose,T1068,T1068,2,0,0,True
grandiose,T1069,T1069,3,0,0,True
grandiose,T1070,T1070,7,0,0,True
grandiose,T1078,T1078,1,0,0,True
grandiose,T1082,T1082,6,0,3,True
grandiose,T1083,T1083,50,0,0,True
grandiose,T1098,T1098,2,0,0,True
grandiose,T1105,T1105,6,0,0,True
grandiose,T1110,T1110,1,0,0,True
grandiose,T1114,T1114,3,0,0,True
grandiose,T1124,T1124,1,0,0,True
grandiose,T1125,T1125,3,0,0,True
grandiose,T1132,T1132,1,0,0,True
grandiose,T1222,T1222,3,0,0,True
grandiose,T1485,T1485,1,0,0,True
grandiose,T1518,T1518,4,0,0,True
grandiose,T1548,T1548,1,0,0,True
grandiose,T1556,T1556,2,0,0,True
grandiose,T1562,T1562,4,0,0,True
grandiose,T1567,T1567,2,0,0,True
grandiose,T1572,T1572,8,0,2,True
grandiose,T1587,T1587,6,0,0,True
grandiose,T1592,T1592,2,0,0,True
grandiose,T1595,T1595,21,21,4,True
grandiose,T1613,T1613,5,0,0,True
grandiose,T1654,T1654,13,0,0,True
hacker,T1007,T1007,1,0,0,True
hacker,T1018,T1018,1,0,1,True
hacker,T1021,T1021,1,0,0,True
hacker,T1033,T1033,2,0,0,True
hacker,T1046,T1046,22,0,8,True
hacker,T1057,T1057,4,0,0,True
hacker,T1082,T1082,3,0,0,True
hacker,T1083,T1083,2,0,0,True
hacker,T1105,T1105,2,0,0,True
hacker,T1125,T1125,1,0,0,True
hacker,T1518,T1518,2,0,0,True
hacker,T1595,T1595,7,7,2,True
hacker,T1654,T1654,1,0,0,True
harmonie,T1016,T1016,1,0,0,True
harmonie,T1021,T1021,4,0,0,True
harmonie,T1046,T1046,1,0,1,True
harmonie,T1068,T1068,3,0,0,True
harmonie,T1083,T1083,2,0,0,True
harmonie,T1105,T1105,1,0,0,True
harmonie,T1114,T1114,2,0,0,True
harmonie,T1587,T1587,1,0,0,True
heroique,T1005,T1005,6,0,0,True
heroique,T1007,T1007,1,0,0,True
heroique,T1011,T1011,2,0,0,True
heroique,T1016,T1016,3,0,0,True
heroique,T1018,T1018,3,0,0,True
heroique,T1021,T1021,27,0,0,True
heroique,T1033,T1033,25,0,0,True
heroique,T1046,T1046,18,0,2,True
heroique,T1049,T1049,8,0,0,True
heroique,T1057,T1057,9,0,0,True
heroique,T1059,T1059,2,0,0,True
heroique,T1068,T1068,6,0,1,True
heroique,T1069,T1069,1,0,0,True
heroique,T1082,T1082,8,0,2,True
heroique,T1083,T1083,36,0,0,True
heroique,T1105,T1105,5,0,0,True
heroique,T1114,T1114,22,0,0,True
heroique,T1222,T1222,4,0,0,True
heroique,T1518,T1518,12,0,0,True
heroique,T1548,T1548,8,0,0,True
heroique,T1552,T1552,1,0,0,True
heroique,T1587,T1587,10,0,0,True
heroique,T1595,T1595,16,16,0,True
heroique,T1613,T1613,3,0,0,True
heroique,T1654,T1654,2,0,0,True
illusion,T1033,T1033,4,0,0,False
illusion,T1049,T1049,2,0,0,False
illusion,T1057,T1057,1,0,0,False
illusion,T1082,T1082,2,0,0,False
illusion,T1222,T1222,3,0,0,False
illusion,T1518,T1518,1,0,0,False
illusion,T1548,T1548,4,0,0,False
illusion,T1587,T1587,1,0,0,False
inegale,T1007,T1007,1,0,0,False
inegale,T1033,T1033,1,0,0,False
inegale,T1083,T1083,2,0,0,False
insolite,T1021,T1021,3,0,0,True
insolite,T1046,T1046,7,0,3,True
insolite,T1057,T1057,2,0,0,True
insolite,T1069,T1069,1,0,0,True
insolite,T1082,T1082,1,0,1,True
insolite,T1105,T1105,2,0,0,True
insolite,T1222,T1222,1,0,0,True
insolite,T1518,T1518,2,0,0,True
insolite,T1595,T1595,7,7,3,True
inspirant,T1018,T1018,1,0,1,True
inspirant,T1033,T1033,2,0,0,True
inspirant,T1046,T1046,36,0,13,True
inspirant,T1049,T1049,2,0,0,True
inspirant,T1069,T1069,1,0,0,True
inspirant,T1070,T1070,1,0,0,True
inspirant,T1082,T1082,2,0,1,True
inspirant,T1083,T1083,3,0,0,True
inspirant,T1105,T1105,6,0,0,True
inspirant,T1222,T1222,1,0,0,True
inspirant,T1518,T1518,3,0,0,True
inspirant,T1595,T1595,28,28,7,True
intense,T1518,T1518,2,0,0,False
intrepide,T1016,T1016,1,0,0,True
intrepide,T1018,T1018,4,0,1,True
intrepide,T1021,T1021,6,0,0,True
intrepide,T1033,T1033,9,0,0,True
intrepide,T1046,T1046,25,0,11,True
intrepide,T1049,T1049,4,0,0,True
intrepide,T1053,T1053,1,0,0,True
intrepide,T1057,T1057,9,0,0,True
intrepide,T1069,T1069,2,0,0,True
intrepide,T1070,T1070,1,0,0,True
intrepide,T1082,T1082,5,0,1,True
intrepide,T1083,T1083,11,0,0,True
intrepide,T1105,T1105,4,0,0,True
intrepide,T1222,T1222,1,0,0,True
intrepide,T1518,T1518,5,0,0,True
intrepide,T1526,T1526,1,0,0,True
intrepide,T1548,T1548,3,0,0,True
intrepide,T1595,T1595,6,6,2,True
intrepide,T1608,T1608,1,0,0,True
intrepide,T1613,T1613,1,0,0,True
inventif,T1016,T1016,1,0,0,True
inventif,T1018,T1018,1,0,1,True
inventif,T1033,T1033,4,0,0,True
inventif,T1046,T1046,4,0,2,True
inventif,T1049,T1049,1,0,0,True
inventif,T1069,T1069,5,0,0,True
inventif,T1082,T1082,1,0,1,True
inventif,T1083,T1083,9,0,0,True
inventif,T1105,T1105,1,0,0,True
inventif,T1222,T1222,1,0,0,True
inventif,T1518,T1518,2,0,0,True
inventif,T1548,T1548,2,0,0,True
inventif,T1572,T1572,3,0,3,True
inventif,T1595,T1595,3,3,1,True
inventif,T1608,T1608,1,0,0,True
invention,T1007,T1007,1,0,0,True
invention,T1016,T1016,1,0,1,True
invention,T1018,T1018,3,0,1,True
invention,T1021,T1021,4,0,0,True
invention,T1033,T1033,6,0,0,True
invention,T1046,T1046,15,0,5,True
invention,T1049,T1049,4,0,0,True
invention,T1057,T1057,1,0,0,True
invention,T1068,T1068,1,0,0,True
invention,T1069,T1069,3,0,0,True
invention,T1070,T1070,2,0,0,True
invention,T1078,T1078,1,0,0,True
invention,T1082,T1082,5,0,1,True
invention,T1083,T1083,10,0,0,True
invention,T1098,T1098,1,0,0,True
invention,T1105,T1105,4,0,0,True
invention,T1114,T1114,12,0,0,True
invention,T1485,T1485,3,0,0,True
invention,T1518,T1518,2,0,0,True
invention,T1595,T1595,16,16,6,True
invention,T1613,T1613,2,0,0,True
lumieres,T1005,T1005,4,0,0,True
lumieres,T1011,T1011,1,0,0,True
lumieres,T1016,T1016,3,0,0,True
lumieres,T1018,T1018,4,0,4,True
lumieres,T1021,T1021,21,0,13,True
lumieres,T1033,T1033,13,0,0,True
lumieres,T1046,T1046,14,0,9,True
lumieres,T1059,T1059,8,0,0,True
lumieres,T1068,T1068,2,0,0,True
lumieres,T1078,T1078,3,0,0,True
lumieres,T1083,T1083,2,0,0,True
lumieres,T1098,T1098,1,0,0,True
lumieres,T1105,T1105,5,0,0,True
lumieres,T1114,T1114,5,0,0,True
lumieres,T1222,T1222,2,0,0,True
lumieres,T1518,T1518,9,0,0,True
lumieres,T1548,T1548,3,0,0,True
lumieres,T1567,T1567,1,0,0,True
lumieres,T1570,T1570,1,0,0,True
lumieres,T1572,T1572,9,0,7,True
lumieres,T1587,T1587,4,0,0,True
lumieres,T1595,T1595,4,4,4,True
machin,T1033,T1033,1,0,0,True
machin,T1046,T1046,6,0,6,True
machin,T1049,T1049,1,0,0,True
machin,T1057,T1057,2,0,0,True
machin,T1069,T1069,1,0,0,True
machin,T1082,T1082,1,0,0,True
machin,T1083,T1083,2,0,0,True
machin,T1518,T1518,3,0,0,True
machin,T1587,T1587,1,0,0,True
machin,T1595,T1595,6,6,6,True
magiqua,T1005,T1005,1,0,0,False
magiqua,T1021,T1021,3,0,0,False
magiqua,T1033,T1033,2,0,0,False
magiqua,T1046,T1046,3,0,0,False
magiqua,T1595,T1595,1,1,0,False
magique,T1021,T1021,2,0,0,False
magique,T1033,T1033,2,0,0,False
magique,T1548,T1548,1,0,0,False
magistral,T1003,T1003,1,0,0,False
magistral,T1016,T1016,1,0,0,False
magistral,T1018,T1018,1,0,0,False
magistral,T1021,T1021,15,0,0,False
magistral,T1033,T1033,5,0,0,False
magistral,T1057,T1057,4,0,0,False
magistral,T1068,T1068,2,0,0,False
magistral,T1069,T1069,1,0,0,False
magistral,T1078,T1078,4,0,0,False
magistral,T1083,T1083,15,0,0,False
magistral,T1087,T1087,1,0,0,False
magistral,T1105,T1105,3,0,0,False
magistral,T1114,T1114,3,0,0,False
magistral,T1125,T1125,1,0,0,False
magistral,T1518,T1518,3,0,0,False
magistral,T1560,T1560,1,0,0,False
magistral,T1567,T1567,7,0,0,False
magistral,T1595,T1595,1,1,0,False
malins,T1016,T1016,2,0,0,True
malins,T1018,T1018,4,0,1,True
malins,T1021,T1021,4,0,0,True
malins,T1033,T1033,13,0,0,True
malins,T1046,T1046,5,0,1,True
malins,T1049,T1049,2,0,0,True
malins,T1057,T1057,2,0,0,True
malins,T1068,T1068,6,0,0,True
malins,T1069,T1069,3,0,0,True
malins,T1070,T1070,2,0,0,True
malins,T1082,T1082,8,0,2,True
malins,T1083,T1083,22,0,0,True
malins,T1105,T1105,10,0,0,True
malins,T1114,T1114,9,0,0,True
malins,T1125,T1125,9,0,0,True
malins,T1222,T1222,3,0,0,True
malins,T1518,T1518,2,0,0,True
malins,T1548,T1548,2,0,0,True
malins,T1550,T1550,2,0,0,True
malins,T1592,T1592,2,0,0,True
malins,T1595,T1595,4,4,1,True
malins,T1613,T1613,2,0,0,True
merveille,T1046,T1046,1,0,0,False
merveille,T1057,T1057,2,0,0,False
merveille,T1083,T1083,1,0,0,False
merveille,T1105,T1105,1,0,0,False
merveille,T1518,T1518,1,0,0,False
merveille,T1560,T1560,1,0,0,False
moderne,T1003,T1003,1,0,0,True
moderne,T1005,T1005,4,0,0,True
moderne,T1007,T1007,1,0,0,True
moderne,T1011,T1011,14,0,0,True
moderne,T1016,T1016,1,0,0,True
moderne,T1018,T1018,2,0,1,True
moderne,T1021,T1021,27,0,2,True
moderne,T1033,T1033,27,0,0,True
moderne,T1040,T1040,1,0,0,True
moderne,T1046,T1046,9,0,4,True
moderne,T1049,T1049,13,0,0,True
moderne,T1057,T1057,6,0,0,True
moderne,T1059,T1059,2,0,0,True
moderne,T1068,T1068,3,0,0,True
moderne,T1069,T1069,4,0,0,True
moderne,T1070,T1070,4,0,0,True
moderne,T1078,T1078,11,0,0,True
moderne,T1082,T1082,1,0,0,True
moderne,T1083,T1083,15,0,0,True
moderne,T1087,T1087,1,0,0,True
moderne,T1105,T1105,1,0,1,True
moderne,T1110,T1110,4,0,0,True
moderne,T1114,T1114,13,0,0,True
moderne,T1125,T1125,11,0,0,True
moderne,T1210,T1210,1,0,0,True
moderne,T1518,T1518,16,0,0,True
moderne,T1548,T1548,5,0,0,True
moderne,T1550,T1550,3,0,0,True
moderne,T1570,T1570,18,0,0,True
moderne,T1587,T1587,2,0,0,True
moderne,T1595,T1595,2,2,1,True
moderne,T1654,T1654,1,0,0,True
opulent,T1003,T1003,2,0,0,True
opulent,T1007,T1007,1,0,0,True
opulent,T1016,T1016,2,0,0,True
opulent,T1018,T1018,16,0,9,True
opulent,T1021,T1021,11,0,0,True
opulent,T1033,T1033,19,0,0,True
opulent,T1046,T1046,22,0,3,True
opulent,T1057,T1057,6,0,0,True
opulent,T1059,T1059,5,0,0,True
opulent,T1068,T1068,3,0,0,True
opulent,T1069,T1069,3,0,0,True
opulent,T1082,T1082,2,0,0,True
opulent,T1083,T1083,16,0,0,True
opulent,T1098,T1098,1,0,0,True
opulent,T1105,T1105,6,0,0,True
opulent,T1110,T1110,4,0,0,True
opulent,T1114,T1114,6,0,0,True
opulent,T1125,T1125,14,0,0,True
opulent,T1132,T1132,1,0,0,True
opulent,T1518,T1518,11,0,0,True
opulent,T1548,T1548,6,0,0,True
opulent,T1567,T1567,13,0,0,True
opulent,T1572,T1572,2,0,1,True
opulent,T1587,T1587,6,0,0,True
opulent,T1595,T1595,20,20,9,True
opulent,T1654,T1654,1,0,0,True
original,T1033,T1033,3,0,0,False
original,T1049,T1049,1,0,0,False
original,T1057,T1057,2,0,0,False
original,T1082,T1082,2,0,0,False
original,T1083,T1083,4,0,0,False
original,T1518,T1518,1,0,0,False
original,T1548,T1548,1,0,0,False
original,T1654,T1654,1,0,0,False
palpitant,T1007,T1007,1,0,0,True
palpitant,T1021,T1021,2,0,0,True
palpitant,T1033,T1033,7,0,0,True
palpitant,T1040,T1040,1,0,0,True
palpitant,T1046,T1046,19,0,3,True
palpitant,T1049,T1049,2,0,0,True
palpitant,T1057,T1057,6,0,0,True
palpitant,T1069,T1069,3,0,0,True
palpitant,T1082,T1082,6,0,0,True
palpitant,T1083,T1083,12,0,0,True
palpitant,T1105,T1105,2,0,0,True
palpitant,T1222,T1222,1,0,0,True
palpitant,T1518,T1518,7,0,0,True
palpitant,T1548,T1548,1,0,0,True
palpitant,T1570,T1570,3,0,0,True
palpitant,T1587,T1587,2,0,0,True
palpitant,T1595,T1595,12,12,3,True
palpitant,T1613,T1613,3,0,0,True
palpitant,T1654,T1654,1,0,0,True
papillon,T1007,T1007,2,0,0,True
papillon,T1011,T1011,5,0,0,True
papillon,T1016,T1016,2,0,1,True
papillon,T1018,T1018,3,0,3,True
papillon,T1021,T1021,15,0,0,True
papillon,T1033,T1033,17,0,0,True
papillon,T1046,T1046,1,0,1,True
papillon,T1057,T1057,1,0,0,True
papillon,T1068,T1068,1,0,0,True
papillon,T1070,T1070,1,0,0,True
papillon,T1078,T1078,9,0,0,True
papillon,T1082,T1082,1,0,0,True
papillon,T1083,T1083,37,0,0,True
papillon,T1105,T1105,1,0,0,True
papillon,T1114,T1114,6,0,0,True
papillon,T1125,T1125,38,0,36,True
papillon,T1222,T1222,3,0,0,True
papillon,T1518,T1518,5,0,0,True
papillon,T1548,T1548,3,0,0,True
papillon,T1570,T1570,6,0,0,True
papillon,T1595,T1595,3,3,3,True
papillon,T1602,T1602,2,0,0,True
paradigme,T1003,T1003,1,0,0,True
paradigme,T1005,T1005,1,0,0,True
paradigme,T1021,T1021,13,0,0,True
paradigme,T1033,T1033,8,0,0,True
paradigme,T1046,T1046,6,0,5,True
paradigme,T1049,T1049,2,0,0,True
paradigme,T1053,T1053,17,0,0,True
paradigme,T1057,T1057,2,0,0,True
paradigme,T1069,T1069,3,0,0,True
paradigme,T1078,T1078,1,0,0,True
paradigme,T1082,T1082,22,0,2,True
paradigme,T1083,T1083,5,0,0,True
paradigme,T1105,T1105,1,0,0,True
paradigme,T1136,T1136,1,0,0,True
paradigme,T1222,T1222,1,0,0,True
paradigme,T1518,T1518,4,0,0,True
paradigme,T1548,T1548,3,0,0,True
paradigme,T1556,T1556,1,0,0,True
paradigme,T1570,T1570,1,0,0,True
paradigme,T1595,T1595,5,5,5,True
paradigme,T1613,T1613,1,0,0,True
paradigme,T1654,T1654,2,0,0,True
parallele,T1011,T1011,5,0,0,True
parallele,T1021,T1021,11,0,0,True
parallele,T1033,T1033,19,0,0,True
parallele,T1046,T1046,7,0,2,True
parallele,T1068,T1068,1,0,0,True
parallele,T1082,T1082,9,0,6,True
parallele,T1083,T1083,4,0,0,True
parallele,T1105,T1105,12,0,0,True
parallele,T1110,T1110,3,0,0,True
parallele,T1114,T1114,3,0,0,True
parallele,T1125,T1125,3,0,0,True
parallele,T1222,T1222,5,0,0,True
parallele,T1518,T1518,4,0,0,True
parallele,T1548,T1548,5,0,0,True
parallele,T1550,T1550,2,0,0,True
parallele,T1587,T1587,3,0,0,True
parallele,T1592,T1592,1,0,0,True
parallele,T1595,T1595,6,6,2,True
petillant,T1018,T1018,1,0,0,True
petillant,T1021,T1021,1,0,0,True
petillant,T1033,T1033,4,0,0,True
petillant,T1046,T1046,3,0,3,True
petillant,T1049,T1049,3,0,0,True
petillant,T1057,T1057,1,0,0,True
petillant,T1069,T1069,1,0,0,True
petillant,T1082,T1082,1,0,1,True
petillant,T1083,T1083,1,0,0,True
petillant,T1105,T1105,3,0,0,True
petillant,T1518,T1518,1,0,0,True
petillant,T1595,T1595,3,3,3,True
petulant,T1003,T1003,1,0,0,True
petulant,T1005,T1005,1,0,0,True
petulant,T1033,T1033,245,0,0,True
petulant,T1040,T1040,1,0,0,True
petulant,T1046,T1046,3,0,0,True
petulant,T1069,T1069,3,0,0,True
petulant,T1070,T1070,1,0,0,True
petulant,T1082,T1082,6,0,1,True
petulant,T1083,T1083,20,0,0,True
petulant,T1105,T1105,2,0,2,True
petulant,T1125,T1125,1,0,0,True
petulant,T1222,T1222,1,0,0,True
petulant,T1518,T1518,3,0,0,True
petulant,T1592,T1592,193,0,0,True
petulant,T1595,T1595,2,2,0,True
petulant,T1608,T1608,1,0,0,True
poeticus,T1007,T1007,2,0,0,False
poeticus,T1033,T1033,2,0,0,False
poeticus,T1049,T1049,6,0,0,False
poeticus,T1057,T1057,1,0,0,False
poeticus,T1083,T1083,2,0,0,False
poeticus,T1548,T1548,1,0,0,False
popeye,T1016,T1016,1,0,0,True
popeye,T1018,T1018,2,0,2,True
popeye,T1021,T1021,5,0,0,True
popeye,T1033,T1033,2,0,0,True
popeye,T1046,T1046,18,0,9,True
popeye,T1059,T1059,2,0,0,True
popeye,T1069,T1069,1,0,0,True
popeye,T1082,T1082,2,0,0,True
popeye,T1105,T1105,2,0,0,True
popeye,T1518,T1518,3,0,0,True
popeye,T1548,T1548,1,0,0,True
popeye,T1572,T1572,1,0,0,True
popeye,T1587,T1587,1,0,0,True
popeye,T1595,T1595,15,15,7,True
princesse,T1007,T1007,2,0,0,True
princesse,T1016,T1016,1,0,0,True
princesse,T1018,T1018,1,0,1,True
princesse,T1021,T1021,14,0,3,True
princesse,T1033,T1033,11,0,0,True
princesse,T1046,T1046,13,0,7,True
princesse,T1049,T1049,1,0,0,True
princesse,T1057,T1057,5,0,0,True
princesse,T1068,T1068,2,0,0,True
princesse,T1069,T1069,2,0,0,True
princesse,T1078,T1078,5,0,0,True
princesse,T1083,T1083,16,0,0,True
princesse,T1105,T1105,4,0,0,True
princesse,T1114,T1114,13,0,0,True
princesse,T1125,T1125,2,0,0,True
princesse,T1132,T1132,1,0,0,True
princesse,T1133,T1133,1,0,0,True
princesse,T1518,T1518,6,0,0,True
princesse,T1548,T1548,2,0,0,True
princesse,T1572,T1572,3,0,2,True
princesse,T1595,T1595,5,5,1,True
princesse,T1602,T1602,2,0,0,True
princesse,T1654,T1654,5,0,0,True
quantique,T1007,T1007,1,0,0,False
quantique,T1033,T1033,6,0,0,False
quantique,T1046,T1046,2,0,0,False
quantique,T1057,T1057,1,0,0,False
quantique,T1069,T1069,1,0,0,False
quantique,T1083,T1083,3,0,0,False
quantique,T1098,T1098,1,0,0,False
quantique,T1105,T1105,3,0,0,False
quantique,T1120,T1120,1,0,0,False
quantique,T1136,T1136,1,0,0,False
quantique,T1518,T1518,2,0,0,False
quantique,T1548,T1548,7,0,0,False
quantique,T1569,T1569,1,0,0,False
quantique,T1595,T1595,2,2,0,False
radieusa,T1018,T1018,2,0,0,False
radieusa,T1021,T1021,1,0,0,False
radieusa,T1033,T1033,1,0,0,False
radieusa,T1046,T1046,6,0,0,False
radieusa,T1069,T1069,1,0,0,False
radieusa,T1518,T1518,1,0,0,False
radieusa,T1595,T1595,8,8,0,False
radieux,T1033,T1033,6,0,0,True
radieux,T1046,T1046,1,0,0,True
radieux,T1049,T1049,1,0,0,True
radieux,T1057,T1057,11,0,0,True
radieux,T1069,T1069,2,0,0,True
radieux,T1070,T1070,2,0,0,True
radieux,T1082,T1082,1,0,1,True
radieux,T1083,T1083,3,0,0,True
radieux,T1105,T1105,2,0,0,True
radieux,T1125,T1125,2,0,0,True
radieux,T1518,T1518,2,0,0,True
radieux,T1548,T1548,1,0,0,True
radieux,T1587,T1587,1,0,0,True
radieux,T1654,T1654,1,0,0,True
rantaplan,T1003,T1003,1,0,0,True
rantaplan,T1016,T1016,5,0,0,True
rantaplan,T1018,T1018,11,0,4,True
rantaplan,T1021,T1021,13,0,0,True
rantaplan,T1033,T1033,12,0,0,True
rantaplan,T1046,T1046,17,0,6,True
rantaplan,T1049,T1049,11,0,0,True
rantaplan,T1057,T1057,5,0,0,True
rantaplan,T1059,T1059,1,0,0,True
rantaplan,T1068,T1068,2,0,0,True
rantaplan,T1069,T1069,2,0,0,True
rantaplan,T1078,T1078,2,0,0,True
rantaplan,T1082,T1082,5,0,1,True
rantaplan,T1083,T1083,15,0,0,True
rantaplan,T1105,T1105,9,0,0,True
rantaplan,T1114,T1114,10,0,0,True
rantaplan,T1125,T1125,2,0,0,True
rantaplan,T1210,T1210,1,0,0,True
rantaplan,T1222,T1222,1,0,0,True
rantaplan,T1518,T1518,5,0,0,True
rantaplan,T1548,T1548,8,0,0,True
rantaplan,T1550,T1550,1,0,0,True
rantaplan,T1572,T1572,5,0,0,True
rantaplan,T1587,T1587,2,0,0,True
rantaplan,T1595,T1595,14,14,4,True
rantaplan,T1654,T1654,2,0,0,True
ravissant,T1016,T1016,2,0,0,True
ravissant,T1021,T1021,6,0,0,True
ravissant,T1033,T1033,3,0,0,True
ravissant,T1068,T1068,3,0,0,True
ravissant,T1078,T1078,2,0,0,True
ravissant,T1083,T1083,3,0,0,True
ravissant,T1105,T1105,2,0,0,True
ravissant,T1222,T1222,1,0,0,True
ravissant,T1570,T1570,1,0,1,True
ravissant,T1572,T1572,4,0,1,True
renard,T1016,T1016,1,0,0,False
renard,T1018,T1018,1,0,0,False
renard,T1068,T1068,2,0,0,False
renard,T1069,T1069,1,0,0,False
renard,T1078,T1078,1,0,0,False
renard,T1083,T1083,4,0,0,False
renard,T1105,T1105,1,0,0,False
renard,T1114,T1114,5,0,0,False
renard,T1518,T1518,1,0,0,False
renard,T1548,T1548,1,0,0,False
renard,T1595,T1595,1,1,0,False
rigolo,T1049,T1049,1,0,0,False
rigolo,T1069,T1069,1,0,0,False
robotique,T1018,T1018,1,0,0,True
robotique,T1021,T1021,8,0,0,True
robotique,T1033,T1033,1,0,0,True
robotique,T1046,T1046,1,0,1,True
robotique,T1068,T1068,2,0,0,True
robotique,T1078,T1078,1,0,0,True
robotique,T1098,T1098,1,0,0,True
robotique,T1105,T1105,4,0,0,True
robotique,T1114,T1114,3,0,0,True
robotique,T1213,T1213,3,0,0,True
robotique,T1222,T1222,2,0,0,True
robotique,T1595,T1595,1,1,0,True
scoobydoo,T1016,T1016,1,0,0,False
scoobydoo,T1021,T1021,3,0,0,False
scoobydoo,T1033,T1033,1,0,0,False
scoobydoo,T1068,T1068,2,0,0,False
scoobydoo,T1078,T1078,2,0,0,False
scoobydoo,T1105,T1105,1,0,0,False
seduisant,T1007,T1007,1,0,0,True
seduisant,T1033,T1033,1,0,0,True
seduisant,T1069,T1069,1,0,0,True
seduisant,T1518,T1518,1,0,1,True
seduisant,T1580,T1580,1,0,1,True
sirene,T1003,T1003,1,0,0,True
sirene,T1005,T1005,6,0,0,True
sirene,T1016,T1016,7,0,1,True
sirene,T1018,T1018,12,0,3,True
sirene,T1021,T1021,16,0,0,True
sirene,T1033,T1033,11,0,0,True
sirene,T1046,T1046,38,0,20,True
sirene,T1057,T1057,6,0,0,True
sirene,T1068,T1068,3,0,0,True
sirene,T1069,T1069,7,0,0,True
sirene,T1070,T1070,1,0,0,True
sirene,T1078,T1078,3,0,0,True
sirene,T1082,T1082,6,0,1,True
sirene,T1083,T1083,37,0,0,True
sirene,T1098,T1098,1,0,0,True
sirene,T1105,T1105,8,0,0,True
sirene,T1110,T1110,1,0,0,True
sirene,T1114,T1114,7,0,0,True
sirene,T1125,T1125,2,0,2,True
sirene,T1222,T1222,3,0,0,True
sirene,T1518,T1518,16,0,0,True
sirene,T1548,T1548,9,0,0,True
sirene,T1567,T1567,1,0,0,True
sirene,T1569,T1569,1,0,0,True
sirene,T1570,T1570,2,0,0,True
sirene,T1587,T1587,1,0,0,True
sirene,T1595,T1595,23,23,7,True
snoopy,T1003,T1003,3,0,0,True
snoopy,T1016,T1016,1,0,1,True
snoopy,T1018,T1018,1,0,1,True
snoopy,T1033,T1033,11,0,0,True
snoopy,T1046,T1046,58,0,12,True
snoopy,T1049,T1049,8,0,0,True
snoopy,T1057,T1057,6,0,0,True
snoopy,T1069,T1069,3,0,0,True
snoopy,T1078,T1078,1,0,1,True
snoopy,T1082,T1082,3,0,2,True
snoopy,T1083,T1083,6,0,0,True
snoopy,T1105,T1105,3,0,0,True
snoopy,T1125,T1125,1,0,0,True
snoopy,T1518,T1518,2,0,0,True
snoopy,T1592,T1592,1,0,0,True
snoopy,T1595,T1595,43,43,8,True
snoopy,T1613,T1613,1,0,0,True
snoopy,T1654,T1654,2,0,0,True
soleil,T1007,T1007,1,0,0,True
soleil,T1011,T1011,3,0,1,True
soleil,T1016,T1016,2,0,0,True
soleil,T1018,T1018,1,0,0,True
soleil,T1021,T1021,10,0,0,True
soleil,T1033,T1033,9,0,0,True
soleil,T1046,T1046,7,0,5,True
soleil,T1057,T1057,3,0,0,True
soleil,T1068,T1068,5,0,0,True
soleil,T1069,T1069,3,0,0,True
soleil,T1070,T1070,5,0,0,True
soleil,T1078,T1078,1,0,0,True
soleil,T1082,T1082,6,0,2,True
soleil,T1083,T1083,27,0,0,True
soleil,T1105,T1105,8,0,0,True
soleil,T1110,T1110,5,0,0,True
soleil,T1114,T1114,20,0,0,True
soleil,T1125,T1125,22,0,21,True
soleil,T1222,T1222,2,0,0,True
soleil,T1518,T1518,4,0,0,True
soleil,T1548,T1548,1,0,0,True
soleil,T1550,T1550,1,0,0,True
soleil,T1567,T1567,3,0,0,True
soleil,T1570,T1570,1,0,0,True
soleil,T1595,T1595,7,7,4,True
soleil,T1608,T1608,6,0,0,True
spatial,T1003,T1003,1,0,0,True
spatial,T1021,T1021,13,0,0,True
spatial,T1033,T1033,17,0,0,True
spatial,T1046,T1046,14,0,5,True
spatial,T1057,T1057,9,0,0,True
spatial,T1069,T1069,1,0,0,True
spatial,T1082,T1082,3,0,3,True
spatial,T1083,T1083,5,0,0,True
spatial,T1105,T1105,4,0,0,True
spatial,T1518,T1518,3,0,0,True
